,sha,author,filename,status,pr_review_count
270581,f0a4db27c39da5ab820521161d9a5319d6dfc7ae,sbryngelson,toolchain/mfc/packer/packer.py,modified,0
270061,b4f0091bac22f92c908efa2524b1f1080dca0c95,vanpelt,frontend/src/api/openai.ts,modified,0
269808,c719e435621d0474987a99422fb77c98d992235a,tufanbarisyildirim,config/block.go,modified,0
265692,5f10dbc56878f130ecc410eec7d1969d41310ca1,jedisct1,README.md,modified,0
265872,88d4f8bb1975410a454428f3c1d04bcb69c23873,steveklabnik,.github/workflows/deploy.yml,modified,0
266339,3f54fa289511092beb17384393045b477e8e9cd1,Brendonovich,.github/workflows/docker-build-web.yml,modified,0
267085,dac5f1e6b5938fd29b93b41ed625b7cc018243fb,zzlb0224,src/utils/sort.ts,modified,0
267666,67ad564a5397c5497df0f24e1f4c20a1af2109bd,satmihir,README.md,modified,0
267676,3bb32866f34646ece8199f754df950e458a00d5a,n3d1117,README.md,modified,0
267761,351f3678a6d42757ef6bdfa62b8d0cdb51456fc9,johnlindquist,src/core/snippets.test.ts,modified,0
273195,10ba98d0eabc66be702ae5dd019a7a9c49cd2f96,dhirenmathur,app/modules/code_provider/github/github_service.py,modified,0
267762,a81ca0dd1360772b505b7763f17c7117110462de,fclairamb,client_handler.go,modified,0
268125,04df0759ce34f95296d52c718e309f79f7a5164b,brynary,Cargo.toml,modified,0
268385,45fc6e027989a9dbb461fb18e970a93f2b8a4fe9,fasterthanlime,Cargo.lock,modified,0
268871,209b672f9b295d1f126f4f948fc15f9de8a1f240,terkelg,readme.md,modified,0
268931,a4f6caa534ebc645bc123b9bd22b2266d8d69a1c,mathiasrw,test/test1119.js,modified,0
269335,01c4ed893e07af8d467b4c3f9b6101195767496b,meiliang86,service/worker/migration/activities.go,modified,0
269660,fb3508cfe3c38f365cfa817121d65a3749130a1a,okhat,docs/docs/cheatsheet.md,modified,0
269697,100897cdc9d60c1856bfc7dd0b18f6fd6cfcec2f,Pierre-LouisBJT,dashboard/src/pages/BrowsePage.tsx,modified,0
268118,4544bc573f72c43d006096eea56674ca616614ec,jacobbergdahl,general/apiHelper.ts,modified,0
255116,951f1a03dbd456c4142972363ef580fee1d50d03,gcarleo,docs/api/hilbert.md,modified,0
294998,6e073a27d604f157032d8f37147c58d639c261dc,eshaffer321,README.md,modified,0
295160,9d2338d115e63144714718da6e05ab64f37d0d96,gishanchamith,_includes/analytics.html,removed,0
319415,e06136ea9ea2fb0a172ed8ddae0f00ac63a53485,chrischoy,README.md,modified,0
319558,fc0f7a90cbf4a9fca4021cc1e01f52cfe131351a,gshiva,AGENTS.md,added,0
319585,d2d44e8cc9e93b9c800ea2d723d6fd5e724c51fb,jhill,README.md,modified,0
319674,c01b3f107006164ad07fd71e3dde3e615337d0bf,DiamondsBattle,src/pages/settings/goals/goals-page.tsx,modified,0
319675,1b4ef8b6c472bc3d65da93228ccee1011ce6f0f8,krish4747,src/pages/activity/components/activity-form.tsx,modified,0
319676,e2c38e43eccc46e57771bc211f67fd8ffaa6a2fd,eldossjogy,src/pages/activity/components/activity-form.tsx,modified,0
320174,e51a8f5da316eab218ef75bc451380735d2ad5be,jordanl17,packages/sanity/src/structure/diffView/hooks/__tests__/__mocks__/useCreatePathSyncChannel.mock.ts,added,0
320815,de66624a3ede300c8debdc77f787e2d9740ff978,mariotoffia,.github/workflows/ci.yml,added,0
320898,bfd615c9572392a7de9fd4ac90af62a1a319fd1c,silvery107,MPC_Controller/math_utils/orientation_tools.py,modified,0
320957,6d59571ac05ac9b380100586e19d45e2ecacb7d7,kongzue,DialogX/src/main/java/com/kongzue/dialogx/util/DialogListBuilder.java,modified,0
320995,ae3e2c8fb2a2a888ba2a6a42f7dec6d54edb7ff7,johnwalley,src/split-view/split-view.ts,modified,0
321017,036d449db40350abe45858be398d044f270e864c,NickSeagull,core/core/Task.hs,modified,0
321052,714d5ab65fd048ef1947822d16a7dca6dec1b70c,JacobLinCool,packages/core/src/exts/contest.ts,modified,0
321429,759a3a5291e76721019e3ec620792e43221716e0,ihouvet,shesha-reactjs/README.md,modified,0
321893,af6fca1151b7beafc3d6746e38c3dfa6938372b0,SandPod,packages/serverpod/lib/src/server/log_manager/log_writers.dart,modified,0
319089,987de3d9dcbcaa9063776eaada77703777b4c921,pionxzh,src/utils/download.ts,modified,0
322904,37955f42249b3260a8cab862b33c43beafb82696,esanchezm,README.md,modified,0
319083,e56914336cbcdf9d537706059bb81938ada3d352,alexziskind1,README.md,modified,0
319007,c1f7bb9728cc0f2b6287ecbe223bccce27f86733,julianquast,conf/env/rearrange.yaml,added,0
315824,cdd61d71792c05845c5e0368fd02e345819f0e64,lavrton,src/Node.ts,modified,0
316029,d4e50794ca449e0f7232b42e2f7b670b5e5dc48c,adi-,markdownx/static/markdownx/js/markdownx.js,modified,0
316052,4e3a0deb456be308283585877bd7336a4c7c3ae4,blindaa121,packages/docusaurus-plugin-openapi-docs/package.json,modified,0
316370,bb8fecf1f7080f82099d474905e025aee1a87f6f,alexruperez,Sources/Storage/StorageData.swift,modified,0
316371,16d104685293ff48808ed0ea3ee449478ad6852a,Alex Rupérez,.jazzy.yml,modified,0
317132,052a9acab2bc49ace6fad52fb5b3ada419e32e60,ksayash,README.md,modified,0
317267,9b1ffcff178438fe89272142b850befc82f9bf0c,wargoblin,py/Boinc/database.py,modified,0
317273,e23e1e6481171bbbab109f5b539a39cfa03c6f3f,davidmigloz,lib/src/main/java/com/davidmiguel/numberkeyboard/NumberKeyboardButton.kt,modified,0
317450,37e42e7d7ae4d9a6c59a5dd9bbd02f57f7fee784,aviggiano,README.md,modified,0
317522,13d3a5510a366a13fb7bdeb5c92999851145d199,azakhary,public/js/task-tracker-widget.js,modified,0
318317,8e16ca650f0c14ad4b55212a0739e557e0d458af,hudra0,etc/qosmate.sh,modified,0
318647,5e8f1baf27b4e5ed38eec1dcb8c5fa38b3ee83b9,smkbhd2018,main.ts,modified,0
318677,6a3d051636f05b78031dc827916b547cdc28b842,coreyward,src/slic3r/GUI/GUI_ObjectList.cpp,modified,0
318789,4c4984d2eb2a4d511300efd37d3aa3b2243797c5,drewangell,paypal-for-woocommerce.php,modified,0
318872,16d37e9010d208a18715a40ef6a8ad62296fdf33,reeze,leveldb.c,modified,0
319008,923f661e82f787c9caed26be324336ef7b0d1ef1,pythonpedro99,datasets/rearrange_dset.py,added,0
323033,6404937ecb81e0bc0fb7365221fa2f18205e954b,pkuehnel,TeslaSolarCharger/Client/Components/FixedPriceComponent.razor,modified,0
323268,7b6984efc5ccb9d3bb192a67fc91eed95855f00c,admineral,README.md,modified,0
323417,ed6d768f105434b373ecf4502e27af85852dae1e,ciekawy,ADVANCED_FEATURES.md,added,0
329180,0f1f5a8572f526541bc2a90adf4b17a8917394f8,noodlehaus,dispatch.php,modified,0
329203,8171732fb3f72aae85f7ed35c0fefc2f25a0b482,rm-NoobInCoding,UnrealReZen/Core/Compression/Compressions.cs,modified,0
329208,0d28538c9c1fef729fd3070c0f651b38a0adcd12,muukii,README.md,modified,0
329217,cf7177e2f21a19f56cee5ccb95e7a4b59a53eb6b,Nicolas Dorseuil,packages/gitbook/src/components/TableOfContents/PageDocumentItem.tsx,modified,0
329259,f7e5f152a1ebfe37b46cbf0db83121e348d4c29c,adamleithp,frontend/src/layout/panel-layout/ProjectDropdownMenu.tsx,modified,0
329790,d2e0be365145158b13b75012f951d9746e72a86b,miguel5612,docs/issues.md,modified,0
329793,d7e9f974d13d8933146d5531e0fc3055b51cac8e,windcbf,nhp/common/errors.go,modified,0
329853,c7eabb2200cd3080a318d66ed48659f8bae454a8,maekawatoshiki,Cargo.lock,modified,0
329913,a63640bf8fab57e1558b40eef155b586ae4904cb,thomas-pedersen,README.md,modified,0
330215,718fd797a9eb3b26ed9c7da5a6865891d967726d,tpayet,README.md,modified,0
330563,b9e68a7991f160ed5c24a87b246171c0290f4a4a,kdkiss,webui/css/theme.css,added,0
330987,fb6cd6c776af14b6f83a053a679a03b78f92c32e,whiterabbit1983,agents-api/agents_api/routers/sessions/chat.py,modified,0
331191,b731fb00452892e19ae64f47d8150ac1c7ead603,maxitg,DevUtils/init.m,modified,0
331193,0dbdcc5dbd49f85df64590af079ea525ed54831a,alichherawalla,app/components/RepoCard/index.js,modified,0
331621,afc0571fd53a9c8040432fe3a7008b1d14737782,maehr,utils/sortJSON.js,modified,0
329041,5347709700b276d3b9622910293096b25e34cbd3,grigorii-horos,functions/@zpm-log,modified,0
328429,4e4f54fd294e93c7cad3a15c925eecb1df0926d4,pcmoritz,doc/source/ray-core/handling-dependencies.rst,modified,0
328114,36ef409a71ae46ad6829855b0cbd8be64526ab1c,Whauu,include/battery.h,modified,0
327948,45e8765cacdc129f5117d8de75f9d0ce42962490,robinp7720,package-lock.json,modified,0
323653,1cb76e96afc04030fd819b438d4c57bb44149dd1,abi,backend/evals/core.py,modified,0
324014,f487e60da4938de3b7cf83c5a17ae86efec5a3a1,thisisfixer,backend/aci/server/app_connectors/gmail.py,modified,0
324705,a886d1444ea7232cc25277a61360e9a8792aed46,ZihanWang314,ragen/llm_agent/es_manager.py,modified,0
325602,889093920283159f5a39fe31a77ce90dd72ce4d9,goniszewski,Dockerfile,modified,0
325635,7bb6e74c1f6c026040c5be53d5d45eac7c44ee91,Lasim,README.md,modified,0
326237,7b0f26e5f4ff840b4b1c773164643fc7eb528cea,abc3,lib/sequin/consumers/kafka_sink.ex,modified,0
326303,a1a911c7338ff16b2148f3254aae48b88f735fce,thisisgoldman,lib/sequin/consumers/consumers.ex,modified,0
315323,371aa73a29f713eb0b4db1ae8fb73da7906792da,robobun,.agent/TRIAGE.md,removed,0
326372,8ac89ebf16e2c406b9be2539081bc7d9064a964a,Ro6afF,.agents/tasks/2025/06/06-1357-bigint-compare.txt,added,0
326715,d6116861530765526cb4c41d0fa6fe38ec8d8198,dbolser,pgmpy/factors/base.py,modified,0
326825,0b2e71c5691bdde0872ad489b180391525e9845f,lewgordon-amplitude,packages/session-replay-browser/src/events/events-idb-store.ts,modified,0
326828,1f3cf51c632f2ec4181a67b304deb2fd9ae02042,jverbus,CITATION.cff,modified,0
327060,c11b26ee30b54e346fc0c052f0ba4f77f40c2f5f,mvisonneau,docs/metrics.md,modified,0
327557,8f58775a7ca22d9414f1dac435884fac6452ba00,cinnabarhorse,data/games_xp.csv,added,0
327714,d19df688a655a5d461e71f29f8b566beaf4b6793,twitchard,evi/evi-proxy/README.md,modified,0
327737,44928e5ebda498c592dc577ba6d60f9add81e434,kylecarbs,site/src/pages/UserSettingsPage/AppearancePage/AppearanceForm.tsx,modified,0
326578,9f96982fa30ce3b489f501cf23fd0038fc7034fc,aladdin-edgy,docs/sdk/README.md,added,0
295158,07c0f9c4386bcc2aed2094dad6fce3f0f490e91e,bonk1t,agency_swarm/threads/thread.py,modified,0
314555,59090a0663ea8f16a871adefa06c1db07aa3d4fe,bashmohandes,models/models.go,modified,0
313543,107b4683d680865849d337d7ce6cfddbaeef693c,rishsriv,backend/tests/test_utils_sql_compare_df.py,added,0
299831,ef1cc3cdb4b8a3ec4a076c95b47750836acc4845,maxnowack,packages/base/core/CHANGELOG.md,modified,0
299998,ae85a9b7603326d7703a75aaa6b5e13e7e132e96,KSPOG,runelite-client/src/main/java/net/runelite/client/plugins/microbot/geflipper/GeFlipperConfig.java,added,0
300442,1c23ac285d1eb07699331d239d284238a00bcfd5,geekan,.github/workflows/auto-translate.yml,modified,0
300795,dc0d6e27e5580d134a5b4e77aed4d582d9870181,lcsmuller,include/discord.h,modified,0
301419,996446b8e50c903d92bfc828bea2328e43b66f98,akshaydeo,transports/bifrost-http/integrations/anthropic/router.go,added,0
301791,fe8f458f76934a796c6d2d51818820313480d2d5,mr-tron,pkg/bath/bath.go,modified,0
302200,2a57bc07b9a3b5835be86f667a45e9f756b31815,wonderwhy-er,package-lock.json,modified,0
302505,7cfc0fb442b5d30307c9f54d3f6ffa42bb660dd7,Hanxven,README.md,modified,0
303053,294701a1bc9807ab0bba3710746d87c20bf7c82a,stefanobartoletti,docs/content/2.usage/2.composable.md,modified,0
303059,93468add14e72a334557ddc26efaa55a9e5a91d7,jamesgpearce,src/common/set.ts,modified,0
303141,52efc8891e96ff48e7bbe99ff3bb60944dbdfe92,RajashekarRaju,app/src/main/java/com/developersbreach/composeactors/core/network/HttpRequestHandler.kt,modified,0
303566,7cda958f75578726e87421747e56d89cba13f419,mantikoros,common/src/supabase/referrals.ts,modified,0
303876,cfeb25fa675e2e59341d13ddd366f72db582b31d,udithishanka,jac/support/plugins/streamlit/jaclang_streamlit/commands.py,modified,0
304002,882755caac7318ae1e332f8f37ba641c5ceb70cf,unseen1980,Rest Api/README.md,modified,0
